chromosome	start	end	segVal	sample
5	10500001	25380000	4.68538701868995	JBLAB-4150
5	25380001	25560000	7.26387590926415	JBLAB-4150
5	25560001	30720000	4.71841695104551	JBLAB-4150
5	30720001	31590000	5.92761357770476	JBLAB-4150
5	31590001	45900000	4.70496834020898	JBLAB-4150
5	49560001	82710000	2.20677444691912	JBLAB-4150
5	82710001	83250000	1.45880907808756	JBLAB-4150
5	83250001	86070000	2.07224220804556	JBLAB-4150
5	86070001	88080000	1.19613123148881	JBLAB-4150
5	88080001	96630000	2.24854464026705	JBLAB-4150
5	96660001	97950000	4.5515516833433	JBLAB-4150
5	97950001	98910000	5.40193606495863	JBLAB-4150
5	98910001	104880000	3.11534193920588	JBLAB-4150
5	104880001	105090000	5.64238471319732	JBLAB-4150
5	105090001	122040000	2.9867885940627	JBLAB-4150
5	122040001	122550000	5.59622838706014	JBLAB-4150
5	122550001	122880000	8.03347527597196	JBLAB-4150
5	122880001	134460000	3.04043321696821	JBLAB-4150
5	134460001	134670000	5.27204796293063	JBLAB-4150
5	134670001	136140000	2.80351043742113	JBLAB-4150
5	136140001	138570000	5.59576707529888	JBLAB-4150
5	138570001	138810000	7.41042127001483	JBLAB-4150
5	138810001	140460000	3.02009416909359	JBLAB-4150
5	140460001	141840000	3.77000771752143	JBLAB-4150
5	141840001	161250000	3.00672798603407	JBLAB-4150
5	161250001	162330000	5.38871028625703	JBLAB-4150
5	162330001	180690000	2.88487175951205	JBLAB-4150
6	210001	8160000	1.26850665104081	JBLAB-4150
6	8160001	12210000	3.04128556484697	JBLAB-4150
6	12210001	18150000	2.11180091491714	JBLAB-4150
6	18150001	19140000	3.21270228698301	JBLAB-4150
6	19140001	19290000	6.59077881669455	JBLAB-4150
6	19290001	20430000	10.2904949334683	JBLAB-4150
6	20430001	21360000	6.75938343384046	JBLAB-4150
6	21360001	2.4e+07	5.52073566309897	JBLAB-4150
6	24000001	24810000	9.19124075399034	JBLAB-4150
6	24810001	26250000	5.68696287669937	JBLAB-4150
6	26280001	33840000	4.63121046327459	JBLAB-4150
6	33840001	34800000	8.12722146229678	JBLAB-4150
6	34800001	38190000	4.86426953308735	JBLAB-4150
6	38190001	38430000	1.08375184510872	JBLAB-4150
6	38430001	42270000	4.56005690984943	JBLAB-4150
6	42270001	43470000	5.60678538278716	JBLAB-4150
6	43470001	44280000	8.10574274604526	JBLAB-4150
6	44280001	45480000	4.85916584005838	JBLAB-4150
6	45480001	48240000	5.89024034909608	JBLAB-4150
6	48240001	67020000	4.65389394286469	JBLAB-4150
6	67020001	70260000	3.72954452124854	JBLAB-4150
6	70260001	72720000	4.67571607565019	JBLAB-4150
6	72720001	87780000	3.88919280711241	JBLAB-4150
6	87780001	88680000	4.62934886940961	JBLAB-4150
6	88680001	114360000	3.84210568937279	JBLAB-4150
6	114360001	115050000	4.96577907537568	JBLAB-4150
6	115050001	125580000	3.96061076399556	JBLAB-4150
6	125580001	126720000	3.09340897755768	JBLAB-4150
6	126720001	132330000	3.88924228733358	JBLAB-4150
6	132330001	133500000	4.99397235069221	JBLAB-4150
6	133500001	154800000	4.07357356104135	JBLAB-4150
6	154800001	156270000	4.78223578332512	JBLAB-4150
6	156270001	157560000	3.73664931769385	JBLAB-4150
6	157590001	165720000	2.97908533462801	JBLAB-4150
6	165750001	170910000	1.63412546147968	JBLAB-4150
7	30001	18360000	2.10506555709023	JBLAB-4150
7	18360001	19800000	3.00601338609238	JBLAB-4150
7	19800001	2.1e+07	2.12238918777454	JBLAB-4150
7	21000001	23820000	3.00436112558825	JBLAB-4150
7	23820001	36060000	2.09091480591861	JBLAB-4150
7	36060001	37470000	3.33101806191962	JBLAB-4150
7	37470001	43620000	2.16240027645113	JBLAB-4150
7	43620001	45060000	2.94037437997445	JBLAB-4150
7	45060001	49620000	2.22267466307408	JBLAB-4150
7	49620001	83040000	2.91107233324383	JBLAB-4150
7	83040001	83790000	4.00147357083416	JBLAB-4150
7	83790001	84210000	5.4422098350369	JBLAB-4150
7	84210001	87510000	3.92349453418253	JBLAB-4150
7	87510001	91380000	2.93037336582342	JBLAB-4150
7	91380001	92100000	4.7323111678424	JBLAB-4150
7	92100001	103020000	2.94028581788557	JBLAB-4150
7	103020001	110790000	3.82046713732032	JBLAB-4150
7	110790001	111030000	6.40545091021539	JBLAB-4150
7	111030001	138390000	3.85210569492387	JBLAB-4150
7	138390001	138870000	6.3536156181528	JBLAB-4150
7	138870001	139230000	9.01353226073287	JBLAB-4150
7	139230001	142770000	6.21212886114527	JBLAB-4150
7	142770001	159120000	3.57390702719723	JBLAB-4150
8	180001	8160000	1.91664330061665	JBLAB-4150
8	8160001	8910000	3.12812249249999	JBLAB-4150
8	8910001	39240000	2.11470102317552	JBLAB-4150
8	39240001	39390000	-0.836225248692984	JBLAB-4150
8	39390001	41850000	2.05358974890702	JBLAB-4150
8	41850001	68010000	2.97672691492959	JBLAB-4150
8	68010001	73980000	3.94631454465976	JBLAB-4150
8	73980001	78150000	5.4830124676435	JBLAB-4150
8	78150001	86550000	3.9482062086231	JBLAB-4150
8	86850001	88080000	2.81900563885141	JBLAB-4150
8	88080001	90900000	3.68654654747102	JBLAB-4150
8	90900001	91560000	6.07353397239261	JBLAB-4150
8	91560001	92520000	4.81501088473919	JBLAB-4150
8	92520001	97440000	3.04658117005818	JBLAB-4150
8	97440001	97740000	4.85498684644664	JBLAB-4150
8	97740001	99630000	7.135053047923	JBLAB-4150
8	99630001	101220000	4.1368094904872	JBLAB-4150
8	101220001	101970000	5.71323574841224	JBLAB-4150
8	101970001	113940000	3.86522517325201	JBLAB-4150
8	113940001	116250000	5.32211338361686	JBLAB-4150
8	116250001	119310000	6.45317526829273	JBLAB-4150
8	119310001	125640000	3.9262261042705	JBLAB-4150
8	125640001	125880000	5.91455372621869	JBLAB-4150
8	125880001	126780000	4.04733533145553	JBLAB-4150
8	126780001	129600000	5.48427001570706	JBLAB-4150
8	129600001	144510000	3.73674668168931	JBLAB-4150
8	144540001	145080000	5.93530170377328	JBLAB-4150
8	145080001	146310000	4.13021425369062	JBLAB-4150
9	210001	1800000	4.79577710829681	JBLAB-4150
9	1800001	5100000	7.44621563357744	JBLAB-4150
9	5100001	5370000	9.21109981873893	JBLAB-4150
9	5370001	6840000	6.61259655507694	JBLAB-4150
9	6840001	11520000	4.51007226796339	JBLAB-4150
9	11520001	13800000	6.48911696797798	JBLAB-4150
9	13800001	19440000	4.7481038627209	JBLAB-4150
9	19440001	20790000	7.22602438914667	JBLAB-4150
9	20790001	33030000	4.73537128182121	JBLAB-4150
9	33030001	34470000	5.51506147688163	JBLAB-4150
9	34470001	80730000	3.87248320869199	JBLAB-4150
9	80730001	81150000	4.90458130386759	JBLAB-4150
9	81150001	85050000	3.85466897574843	JBLAB-4150
9	85050001	86700000	5.57053534588768	JBLAB-4150
9	86700001	91650000	3.82184265446128	JBLAB-4150
9	91650001	94080000	5.44312146452448	JBLAB-4150
9	94080001	114630000	2.09095385002643	JBLAB-4150
9	114630001	114900000	3.41516707209672	JBLAB-4150
9	114900001	135420000	2.0912662121363	JBLAB-4150
9	135420001	138420000	4.91439492880291	JBLAB-4150
9	138480001	139530000	6.20742263844137	JBLAB-4150
9	139530001	1.41e+08	3.72521620141403	JBLAB-4150
10	120001	5670000	2.76586645591397	JBLAB-4150
10	5670001	7560000	3.34576898966023	JBLAB-4150
10	7560001	9e+06	2.10780577406375	JBLAB-4150
10	9000001	9600000	3.56707206302841	JBLAB-4150
10	9600001	10350000	2.07407177587575	JBLAB-4150
10	10350001	11760000	3.00735331492573	JBLAB-4150
10	11760001	12510000	4.63802125764838	JBLAB-4150
10	12510001	26370000	2.90199091822823	JBLAB-4150
10	26370001	28080000	4.48280504525512	JBLAB-4150
10	28080001	43620000	2.8723980014417	JBLAB-4150
10	43620001	44100000	3.79020774723695	JBLAB-4150
10	44100001	50430000	2.0358473703301	JBLAB-4150
10	50430001	65820000	1.27658069457883	JBLAB-4150
10	65820001	75180000	2.11850464678426	JBLAB-4150
10	75180001	77640000	3.18986318952539	JBLAB-4150
10	77640001	7.8e+07	2.16714350384368	JBLAB-4150
10	78000001	83700000	3.00391462905969	JBLAB-4150
10	83700001	99780000	2.18028570643106	JBLAB-4150
10	99780001	100260000	3.74336984384838	JBLAB-4150
10	100260001	125370000	2.13386128548591	JBLAB-4150
10	125370001	126720000	3.80574209166999	JBLAB-4150
10	126720001	135420000	2.02858007074602	JBLAB-4150
11	210001	2370000	2.07761574349738	JBLAB-4150
11	2370001	3060000	3.33129701963041	JBLAB-4150
11	3060001	9630000	2.09794688350138	JBLAB-4150
11	9630001	14340000	3.11796889501489	JBLAB-4150
11	14340001	14790000	1.90253189177889	JBLAB-4150
11	14790001	17790000	3.14851382612966	JBLAB-4150
11	17790001	20820000	2.10835396849799	JBLAB-4150
11	20820001	21810000	3.04518960535082	JBLAB-4150
11	21810001	22020000	4.21000143059284	JBLAB-4150
11	22020001	22800000	2.77062629765652	JBLAB-4150
11	22800001	31590000	2.18488423485657	JBLAB-4150
11	31590001	33840000	3.22081889747212	JBLAB-4150
11	33840001	34350000	5.01458419152665	JBLAB-4150
11	34350001	38940000	3.11167470559108	JBLAB-4150
11	38940001	64860000	2.09923700049441	JBLAB-4150
11	64860001	70470000	3.77821939237755	JBLAB-4150
11	70470001	85590000	2.96721157768446	JBLAB-4150
11	85590001	90750000	3.95497941367218	JBLAB-4150
11	90750001	117420000	2.9781952801634	JBLAB-4150
11	117420001	121500000	3.78007780041266	JBLAB-4150
11	121500001	134940000	2.92502423314769	JBLAB-4150
12	180001	2940000	2.87951077575471	JBLAB-4150
12	2940001	3300000	4.50023968795042	JBLAB-4150
12	3300001	3720000	2.57663140118956	JBLAB-4150
12	3720001	4680000	3.73387487575012	JBLAB-4150
12	4680001	7890000	2.89573726044627	JBLAB-4150
12	7890001	9390000	3.81251274137656	JBLAB-4150
12	9390001	17280000	3.02179452606035	JBLAB-4150
12	17280001	23310000	3.91714043407532	JBLAB-4150
12	23310001	24930000	5.69585025200715	JBLAB-4150
12	24930001	26190000	4.79923246566644	JBLAB-4150
12	26190001	27120000	7.52375004820915	JBLAB-4150
12	27120001	28290000	4.90512628691341	JBLAB-4150
12	28290001	28620000	6.13293568437349	JBLAB-4150
12	28620001	44580000	3.81418162355149	JBLAB-4150
12	44580001	47280000	5.19819633359263	JBLAB-4150
12	47280001	47610000	4.17417960043751	JBLAB-4150
12	47610001	52590000	2.96614517067948	JBLAB-4150
12	52590001	54150000	3.8076550402648	JBLAB-4150
12	54150001	64320000	3.01316234465134	JBLAB-4150
12	64320001	64530000	5.18356882763682	JBLAB-4150
12	64530001	75960000	3.04801788287459	JBLAB-4150
12	75960001	76590000	3.83206708641078	JBLAB-4150
12	76590001	89520000	3.05907139606265	JBLAB-4150
12	89520001	99450000	3.8225796214845	JBLAB-4150
12	99450001	101490000	6.53871891662646	JBLAB-4150
12	101490001	104580000	4.66221223006286	JBLAB-4150
12	104580001	105240000	6.9968240262686	JBLAB-4150
12	105240001	105570000	4.80576812571058	JBLAB-4150
12	105570001	106110000	7.53794560777927	JBLAB-4150
12	106110001	107280000	5.50692714043769	JBLAB-4150
12	107280001	133830000	4.51543927943158	JBLAB-4150
13	19530001	26910000	2.58640979589401	JBLAB-4150
13	26910001	27330000	4.78299065020414	JBLAB-4150
13	27330001	57840000	2.65861150327213	JBLAB-4150
13	57840001	58020000	4.7652645889071	JBLAB-4150
13	58020001	60600000	2.66300226228964	JBLAB-4150
13	60600001	60750000	1.26087852466113	JBLAB-4150
13	60750001	71010000	2.62527989498298	JBLAB-4150
13	71010001	74040000	4.98606700252902	JBLAB-4150
13	74040001	75780000	2.6823454248845	JBLAB-4150
13	75780001	87420000	1.8186511476136	JBLAB-4150
13	87420001	87660000	3.24797841742529	JBLAB-4150
13	87660001	110190000	1.7693894739793	JBLAB-4150
13	110190001	112080000	3.02618136896665	JBLAB-4150
13	112080001	114060000	1.69380465982013	JBLAB-4150
13	114060001	114660000	0.355496110899058	JBLAB-4150
13	114720001	115110000	2.70088385725759	JBLAB-4150
14	20190001	28200000	3.01025728715071	JBLAB-4150
14	28200001	30120000	4.99627908057393	JBLAB-4150
14	30120001	35910000	2.18091978071791	JBLAB-4150
14	35910001	72990000	1.30785594607777	JBLAB-4150
14	72990001	73440000	3.08298379928217	JBLAB-4150
14	73440001	74340000	4.88263986371212	JBLAB-4150
14	74340001	81330000	3.06797941716627	JBLAB-4150
14	81330001	82560000	3.90563435452118	JBLAB-4150
14	82560001	102570000	2.95540050099637	JBLAB-4150
14	102570001	103080000	3.97867310340996	JBLAB-4150
14	103080001	107310000	2.88869709145928	JBLAB-4150
15	22320001	42060000	2.07173625754842	JBLAB-4150
15	42060001	42600000	3.91689231244915	JBLAB-4150
15	42600001	46080000	2.14208592700995	JBLAB-4150
15	46080001	46290000	3.74005766888546	JBLAB-4150
15	46290001	57450000	2.1412983944899	JBLAB-4150
15	57450001	57870000	3.85353513125605	JBLAB-4150
15	57870001	67320000	2.12513735230509	JBLAB-4150
15	67320001	67860000	2.96325772803742	JBLAB-4150
15	67860001	68790000	2.18464629517092	JBLAB-4150
15	68790001	73080000	3.88118040273585	JBLAB-4150
15	73080001	92970000	2.09341414666891	JBLAB-4150
15	92970001	93630000	5.42097610813907	JBLAB-4150
15	93630001	94140000	4.24938743889946	JBLAB-4150
15	94140001	98070000	5.26575490745932	JBLAB-4150
15	98070001	98520000	6.93424057789829	JBLAB-4150
15	98520001	99840000	6.20947387671202	JBLAB-4150
15	99840001	101280000	5.00028947500864	JBLAB-4150
15	101280001	102030000	6.16597902701142	JBLAB-4150
15	102030001	102390000	4.76181958853488	JBLAB-4150
16	90001	27540000	2.07360459823173	JBLAB-4150
16	27540001	30720000	3.09648047254605	JBLAB-4150
16	30720001	46800000	2.44647205564142	JBLAB-4150
16	46800001	48360000	2.97957490837988	JBLAB-4150
16	48360001	73500000	2.06376354716072	JBLAB-4150
16	73500001	75570000	3.03446937825865	JBLAB-4150
16	75570001	90150000	1.18228648887665	JBLAB-4150
17	1	7080000	2.02116751838324	JBLAB-4150
17	7080001	9390000	3.68862870094225	JBLAB-4150
17	9390001	17070000	2.03275379274369	JBLAB-4150
17	17070001	17460000	2.78956655173206	JBLAB-4150
17	17460001	18780000	5.03776745878945	JBLAB-4150
17	18780001	21150000	3.86991510590425	JBLAB-4150
17	21150001	27120000	2.08826040920386	JBLAB-4150
17	27120001	36150000	2.94493671657635	JBLAB-4150
17	36150001	37050000	3.95617517834178	JBLAB-4150
17	37050001	46080000	2.95406956518086	JBLAB-4150
17	46080001	46890000	3.94591634687892	JBLAB-4150
17	46890001	48720000	2.86757218264598	JBLAB-4150
17	48720001	50490000	3.96709336587664	JBLAB-4150
17	50490001	56220000	3.01106165595642	JBLAB-4150
17	56220001	57060000	3.83034585143773	JBLAB-4150
17	57060001	61530000	3.06230951130176	JBLAB-4150
17	61530001	65190000	5.53214896699759	JBLAB-4150
17	65190001	75450000	2.86849323528017	JBLAB-4150
17	75450001	78600000	6.26442442798503	JBLAB-4150
17	78600001	81090000	2.93055026087317	JBLAB-4150
18	150001	11760000	3.78037126716715	JBLAB-4150
18	11760001	12960000	5.96633477992911	JBLAB-4150
18	12960001	13110000	3.54026106310189	JBLAB-4150
18	13110001	14100000	5.22705626406994	JBLAB-4150
18	14100001	21120000	3.91009627846632	JBLAB-4150
18	21120001	22290000	5.77523033507911	JBLAB-4150
18	22290001	26790000	3.88815378180463	JBLAB-4150
18	26790001	27120000	5.30074458266997	JBLAB-4150
18	27120001	45900000	3.8703101534317	JBLAB-4150
18	45900001	46680000	5.19948126951826	JBLAB-4150
18	46680001	52560000	2.10005812968071	JBLAB-4150
18	52560001	52680000	3.9303994563754	JBLAB-4150
18	52680001	56250000	2.14401581592275	JBLAB-4150
18	56250001	56610000	3.96355232991204	JBLAB-4150
18	56610001	78030000	2.06426881309938	JBLAB-4150
19	270001	3270000	3.48030391231129	JBLAB-4150
19	3270001	4320000	4.44796839891951	JBLAB-4150
19	4320001	29280000	3.45951246606355	JBLAB-4150
19	29280001	30990000	5.85344043397967	JBLAB-4150
19	30990001	40740000	4.15265577049752	JBLAB-4150
19	40740001	59100000	3.24208854095739	JBLAB-4150
20	60001	7860000	3.01083821182879	JBLAB-4150
20	7860001	9270000	5.02773965207251	JBLAB-4150
20	9270001	16680000	3.03904274318764	JBLAB-4150
20	16680001	17100000	4.78412304492238	JBLAB-4150
20	17100001	19710000	2.95313804766387	JBLAB-4150
20	19710001	25020000	1.98489854091926	JBLAB-4150
20	25020001	26160000	2.81778573559648	JBLAB-4150
20	29850001	32430000	4.78703543721672	JBLAB-4150
20	32430001	33120000	3.54783815185773	JBLAB-4150
20	33120001	37710000	2.98184515643178	JBLAB-4150
20	37710001	57090000	3.82464343662288	JBLAB-4150
20	57090001	58530000	5.19417480397292	JBLAB-4150
20	58530001	62910000	3.57773307465577	JBLAB-4150
21	15480001	23490000	1.34648138974401	JBLAB-4150
21	23490001	31200000	2.98514042986407	JBLAB-4150
21	31200001	34020000	1.25706955712942	JBLAB-4150
21	34020001	48090000	2.89591334892429	JBLAB-4150
22	17280001	20790000	1.96304818711392	JBLAB-4150
22	20790001	21450000	3.54450152646934	JBLAB-4150
22	21930001	34230000	2.06924605725932	JBLAB-4150
22	34230001	37740000	1.20256441454063	JBLAB-4150
22	37740001	51180000	2.021900630045	JBLAB-4150
1	840001	7770000	2.89112006048652	JBLAB-4149
1	7770001	10140000	5.28735542130893	JBLAB-4149
1	10140001	11910000	6.92750598457512	JBLAB-4149
1	11910001	12720000	5.3040867709468	JBLAB-4149
1	12720001	17730000	2.84283143600339	JBLAB-4149
1	17730001	18480000	3.78482483363566	JBLAB-4149
1	18480001	20760000	2.76275443143745	JBLAB-4149
1	20760001	22920000	3.67571913545761	JBLAB-4149
1	22920001	24030000	2.84014322666768	JBLAB-4149
1	24030001	25020000	3.869974611645	JBLAB-4149
1	25020001	32550000	2.956596502821	JBLAB-4149
1	32550001	38970000	4.38160933685991	JBLAB-4149
1	38970001	40830000	6.26515724484171	JBLAB-4149
1	40830001	42330000	5.3038542328257	JBLAB-4149
1	42330001	42690000	3.70924493106696	JBLAB-4149
1	42690001	53460000	2.84054639412117	JBLAB-4149
1	53460001	54870000	5.15450886547678	JBLAB-4149
1	54870001	57750000	4.30247544843868	JBLAB-4149
1	57750001	93540000	2.10588462222152	JBLAB-4149
1	93540001	93930000	3.07430205468477	JBLAB-4149
1	93930001	95070000	4.81515359053162	JBLAB-4149
1	95070001	96780000	3.56734949248801	JBLAB-4149
1	96780001	100110000	2.05107358597806	JBLAB-4149
1	100110001	101070000	3.19224631811986	JBLAB-4149
1	101070001	118560000	2.16259687494072	JBLAB-4149
1	118560001	149220000	2.84462413283172	JBLAB-4149
1	149850001	152520000	4.61946170313757	JBLAB-4149
1	152520001	173310000	2.83665005414802	JBLAB-4149
1	173310001	174510000	4.81593401204974	JBLAB-4149
1	174510001	177660000	2.60854875293239	JBLAB-4149
1	177660001	179430000	3.98965766386214	JBLAB-4149
1	179430001	183030000	2.99241063281006	JBLAB-4149
1	183030001	185310000	4.30199739794802	JBLAB-4149
1	185310001	202260000	3.00234113696537	JBLAB-4149
1	202260001	228750000	2.07714028445256	JBLAB-4149
1	228780001	232050000	3.76270687395089	JBLAB-4149
1	232050001	236850000	2.93305777244203	JBLAB-4149
1	236850001	241800000	4.33343730019646	JBLAB-4149
1	241800001	245430000	2.89084939888621	JBLAB-4149
1	245430001	247620000	3.67925007744995	JBLAB-4149
1	247620001	249210000	2.65633737378369	JBLAB-4149
2	30001	17340000	2.92172413034949	JBLAB-4149
2	17340001	18270000	3.6530254214326	JBLAB-4149
2	18270001	19860000	2.76239995123511	JBLAB-4149
2	19860001	23190000	3.61151383107011	JBLAB-4149
2	23190001	28440000	3.04822730726388	JBLAB-4149
2	28440001	29100000	4.55395570104954	JBLAB-4149
2	29100001	33390000	2.90674518056379	JBLAB-4149
2	33390001	37050000	2.04865949207016	JBLAB-4149
2	37050001	37680000	3.9395742979227	JBLAB-4149
2	37680001	64740000	2.11108278655821	JBLAB-4149
2	64740001	65790000	4.34628590588497	JBLAB-4149
2	65790001	73050000	2.94672658351738	JBLAB-4149
2	73050001	74250000	1.90771602815803	JBLAB-4149
2	74250001	75630000	3.64440022263532	JBLAB-4149
2	75630001	77580000	2.08227252931981	JBLAB-4149
2	77580001	77880000	3.86322086059321	JBLAB-4149
2	77910001	106470000	2.13160135118599	JBLAB-4149
2	106470001	106980000	3.588246677888	JBLAB-4149
2	107130001	119070000	2.08597539616073	JBLAB-4149
2	119070001	123630000	3.84648471953767	JBLAB-4149
2	123630001	127470000	2.07992464814531	JBLAB-4149
2	127470001	128040000	3.6591772628996	JBLAB-4149
2	128070001	128550000	4.76509823861477	JBLAB-4149
2	128550001	129780000	3.97192368625355	JBLAB-4149
2	129780001	161520000	2.09578169445992	JBLAB-4149
2	161520001	162660000	3.52404455928056	JBLAB-4149
2	162660001	177960000	2.14627343987095	JBLAB-4149
2	177960001	178230000	4.06123623781984	JBLAB-4149
2	178230001	183300000	2.08012358351039	JBLAB-4149
2	183300001	183870000	5.13471772127972	JBLAB-4149
2	183870001	185850000	2.2214135330124	JBLAB-4149
2	185850001	186270000	3.72498015525296	JBLAB-4149
2	186270001	230370000	2.11692633891706	JBLAB-4149
2	230370001	231150000	3.48674488362355	JBLAB-4149
2	231150001	232050000	2.15009829086709	JBLAB-4149
2	232050001	232530000	3.0056389497112	JBLAB-4149
2	232530001	234690000	2.07630524158104	JBLAB-4149
2	234690001	235860000	3.07476435571646	JBLAB-4149
2	235860001	2.43e+08	2.24903448883157	JBLAB-4149
3	90001	4920000	2.83611279345437	JBLAB-4149
3	4920001	8520000	1.96010582808808	JBLAB-4149
3	8520001	9300000	2.93709675238422	JBLAB-4149
3	9300001	9570000	4.09197261932698	JBLAB-4149
3	9570001	11070000	2.78263378372237	JBLAB-4149
3	11070001	24180000	2.06133513791818	JBLAB-4149
3	24180001	28170000	2.8302055739769	JBLAB-4149
3	28170001	33060000	2.110402758977	JBLAB-4149
3	33060001	34110000	2.9326494591464	JBLAB-4149
3	34140001	39090000	2.00856413955802	JBLAB-4149
3	39090001	39600000	2.95131878467867	JBLAB-4149
3	39600001	41250000	2.03119817903383	JBLAB-4149
3	41250001	45480000	2.90317465671355	JBLAB-4149
3	45510001	46560000	2.22206581225006	JBLAB-4149
3	46560001	50070000	2.92947445949667	JBLAB-4149
3	50070001	51180000	4.00325041090335	JBLAB-4149
3	51180001	78990000	2.02489076082581	JBLAB-4149
3	78990001	79320000	3.88848376559598	JBLAB-4149
3	79320001	113640000	2.15082328284928	JBLAB-4149
3	113640001	115470000	3.61778487103297	JBLAB-4149
3	115470001	116010000	4.85429750447181	JBLAB-4149
3	116010001	122310000	3.51403322767632	JBLAB-4149
3	122310001	124380000	5.03000909338827	JBLAB-4149
3	124380001	125790000	6.25058551345308	JBLAB-4149
3	125790001	127200000	5.41164430247562	JBLAB-4149
3	127200001	127410000	6.95744807227316	JBLAB-4149
3	127410001	129120000	4.75184368705794	JBLAB-4149
3	129120001	131190000	6.7905348778595	JBLAB-4149
3	131190001	145170000	4.46567334106213	JBLAB-4149
3	145170001	145410000	8.44805324935084	JBLAB-4149
3	145410001	166800000	4.44739445170512	JBLAB-4149
3	166800001	167400000	5.77615229946096	JBLAB-4149
3	167400001	167850000	6.99231164055649	JBLAB-4149
3	167850001	176490000	8.92978591064168	JBLAB-4149
3	176490001	176940000	12.992882596454	JBLAB-4149
3	176940001	177420000	15.348113793398	JBLAB-4149
3	177420001	179340000	12.739214586046	JBLAB-4149
3	179340001	183750000	6.54961661963995	JBLAB-4149
3	183750001	194760000	7.75499020454769	JBLAB-4149
3	194760001	197820000	4.73484131874825	JBLAB-4149
4	90001	4410000	2.20265037304305	JBLAB-4149
4	4410001	24300000	2.68879261368683	JBLAB-4149
4	24300001	25620000	4.02977078956358	JBLAB-4149
4	25620001	34860000	2.90981993548597	JBLAB-4149
4	34860001	41040000	3.6299447083417	JBLAB-4149
4	41040001	60810000	2.77264274375525	JBLAB-4149
4	60810001	60990000	9.00046082590178	JBLAB-4149
4	60990001	63420000	5.79578247308917	JBLAB-4149
4	63420001	64140000	7.54876455871818	JBLAB-4149
4	64140001	70080000	6.03431703988771	JBLAB-4149
4	70320001	73710000	5.3012966077328	JBLAB-4149
4	73710001	75240000	3.72293051335801	JBLAB-4149
4	75240001	75960000	5.31769800991782	JBLAB-4149
4	75960001	77310000	3.34539299119997	JBLAB-4149
4	77310001	83550000	2.06776306211959	JBLAB-4149
4	83550001	84510000	3.7906145559662	JBLAB-4149
4	84510001	86130000	2.82595717040792	JBLAB-4149
4	86130001	98820000	2.17338324760977	JBLAB-4149
4	98820001	100200000	3.59277693041569	JBLAB-4149
4	100200001	124140000	2.12714678932074	JBLAB-4149
4	124170001	124830000	3.84329308743277	JBLAB-4149
4	124830001	158040000	2.15311968637647	JBLAB-4149
4	158040001	160110000	3.70221050257982	JBLAB-4149
4	160110001	160320000	5.37878643316432	JBLAB-4149
4	160320001	162480000	3.77179886719676	JBLAB-4149
4	162480001	178560000	2.11420394545217	JBLAB-4149
4	178560001	188070000	1.37358743040614	JBLAB-4149
4	188070001	190800000	2.00506901700716	JBLAB-4149
5	60001	10530000	3.61417970832025	JBLAB-4149
5	10530001	45900000	4.47749885202034	JBLAB-4149
5	49560001	86070000	2.11908915743541	JBLAB-4149
5	86070001	88140000	1.31288041219802	JBLAB-4149
5	88140001	96630000	2.18864726891413	JBLAB-4149
5	96660001	98910000	4.45062732118131	JBLAB-4149
5	98910001	104850000	2.9614225236878	JBLAB-4149
5	104850001	105090000	5.57814051607622	JBLAB-4149
5	105090001	122070000	2.79513129156602	JBLAB-4149
5	122070001	122910000	6.15844217527504	JBLAB-4149
5	122910001	134460000	2.95905465054877	JBLAB-4149
5	134460001	134670000	6.00659284136132	JBLAB-4149
5	134670001	136140000	2.81193297063888	JBLAB-4149
5	136140001	138870000	5.31001799933884	JBLAB-4149
5	138930001	140430000	2.85925123482485	JBLAB-4149
5	140430001	141840000	3.90488802212402	JBLAB-4149
5	141840001	161250000	2.77970161666439	JBLAB-4149
5	161250001	162330000	4.86845867717987	JBLAB-4149
5	162330001	180690000	2.79059228597979	JBLAB-4149
6	210001	8070000	1.41193496453185	JBLAB-4149
6	8070001	12240000	2.88624968640591	JBLAB-4149
6	12240001	18120000	2.05895628096404	JBLAB-4149
6	18120001	19140000	3.0248131198901	JBLAB-4149
6	19140001	19320000	6.23153379010379	JBLAB-4149
6	19320001	20430000	9.36189278791303	JBLAB-4149
6	20430001	21300000	6.49241302091478	JBLAB-4149
6	21300001	2.4e+07	5.18727993882541	JBLAB-4149
6	24000001	24810000	8.94412097007154	JBLAB-4149
6	24810001	26250000	5.46130162135706	JBLAB-4149
6	26280001	33840000	4.46772429797776	JBLAB-4149
6	33840001	34800000	7.80466152417114	JBLAB-4149
6	34800001	38190000	4.70853126537959	JBLAB-4149
6	38190001	38430000	1.37089831327566	JBLAB-4149
6	38430001	42150000	4.31863618804596	JBLAB-4149
6	42150001	43470000	5.45517921495419	JBLAB-4149
6	43470001	44280000	7.85219090748148	JBLAB-4149
6	44280001	45420000	4.57836433955391	JBLAB-4149
6	45420001	48450000	5.45459068085312	JBLAB-4149
6	48450001	66870000	4.37299438140364	JBLAB-4149
6	66870001	70320000	3.60026686247989	JBLAB-4149
6	70320001	72720000	4.4873366132935	JBLAB-4149
6	72720001	87840000	3.60746720076973	JBLAB-4149
6	87840001	88440000	4.79966795821892	JBLAB-4149
6	88440001	125520000	3.70709909274101	JBLAB-4149
6	125520001	126780000	3.05246704429067	JBLAB-4149
